1665735637,0,1665735625
1665735637,1665735625,1665735625
1665735638,0,1665735626
1665735638,1665735626,1665735626
1665735639,0,1665735627
1665735639,0,1665735627
1665735640,1665735628,1665735628
1665735640,0,1665735628
1665735641,1665735629,1665735629
1665735641,1665735629,1665735629
1665735642,0,1665735630
1665735642,1665735630,1665735630
1665735643,0,1665735631
1665735643,1665735631,1665735631
1665735644,0,1665735632
1665735644,0,1665735632
1665735645,1665735633,1665735633
1665735645,1665735633,1665735633
1665735646,0,1665735634
1665735646,0,1665735634
1665735647,0,1665735635
1665735647,1665735635,1665735635
1665735648,1665735636,1665735636
1665735648,0,1665735636
1665735649,0,1665735637
1665735649,1665735637,1665735637
1665735650,1665735638,1665735638
1665735650,0,1665735638
1665735651,1665735639,1665735639
1665735651,1665735639,1665735639
1665735652,1665735640,1665735640
1665735652,0,1665735640
1665735653,0,1665735641
1665735653,1665735641,1665735641
1665735654,0,1665735642
1665735654,1665735642,1665735642
1665735655,0,1665735643
1665735655,1665735643,1665735643
1665735656,1665735644,1665735644
1665735656,0,1665735644
1665735657,1665735645,1665735645
1665735657,1665735645,1665735645
1665735658,1665735646,1665735646
1665735658,0,1665735646
1665735659,1665735647,1665735647
1665735659,0,1665735647
1665735660,1665735648,1665735648
1665735660,1665735648,1665735648
1665735661,0,1665735649
1665735661,0,1665735649
1665735662,0,1665735650
1665735662,0,1665735650
1665735663,1665735651,1665735651
1665735663,1665735651,1665735651
1665735664,0,1665735652
1665735664,1665735652,1665735652
1665735665,0,1665735653
1665735665,0,1665735653
1665735666,1665735654,1665735654
1665735666,0,1665735654
1665735667,1665735655,1665735655
1665735667,1665735655,1665735655
1665735668,0,1665735656
1665735668,1665735656,1665735656
1665735669,0,1665735657
1665735669,1665735657,1665735657
1665735670,0,1665735658
1665735670,0,1665735658
1665735671,1665735659,1665735659
1665735671,0,1665735659
1665735672,1665735660,1665735660
1665735672,0,1665735660
1665735673,1665735661,1665735661
1665735673,0,1665735661
1665735674,1665735662,1665735662
1665735674,0,1665735662
1665735675,0,1665735663
1665735675,0,1665735663
1665735676,0,1665735664
1665735676,0,1665735664
1665735677,1665735665,1665735665
1665735677,1665735665,1665735665
1665735678,1665735666,1665735666
1665735678,0,1665735666
1665735679,0,1665735667
1665735679,0,1665735667
1665735680,1665735668,1665735668
1665735680,1665735668,1665735668
1665735681,0,1665735669
1665735681,1665735669,1665735669
1665735682,1665735670,1665735670
1665735682,0,1665735670
1665735683,0,1665735671
1665735683,0,1665735671
1665735684,0,1665735672
1665735684,1665735672,1665735672
1665735685,1665735673,1665735673
1665735685,1665735673,1665735673
1665735686,0,1665735674
1665735686,1665735674,1665735674
1665735687,0,1665735675
1665735687,0,1665735675
1665735688,1665735676,1665735676
1665735688,1665735676,1665735676
1665735689,0,1665735677
1665735689,1665735677,1665735677
1665735690,1665735678,1665735678
1665735690,0,1665735678
1665735691,1665735679,1665735679
1665735691,1665735679,1665735679
1665735692,1665735680,1665735680
1665735692,0,1665735680
1665735693,1665735681,1665735681
1665735693,1665735681,1665735681
1665735694,0,1665735682
1665735694,1665735682,1665735682
1665735695,1665735683,1665735683
1665735695,1665735683,1665735683
1665735696,1665735684,1665735684
1665735696,1665735684,1665735684
1665735697,1665735685,1665735685
1665735697,1665735685,1665735685
1665735698,0,1665735686
1665735698,1665735686,1665735686
1665735699,1665735687,1665735687
1665735699,0,1665735687
1665735700,0,1665735688
1665735700,1665735688,1665735688
1665735701,1665735689,1665735689
1665735701,0,1665735689
1665735702,0,1665735690
1665735702,0,1665735690
1665735703,0,1665735691
1665735703,0,1665735691
1665735704,1665735692,1665735692
1665735704,0,1665735692
1665735705,1665735693,1665735693
1665735705,0,1665735693
1665735706,1665735694,1665735694
1665735706,1665735694,1665735694
1665735707,1665735695,1665735695
1665735707,0,1665735695
1665735708,0,1665735696
1665735708,1665735696,1665735696
1665735709,0,1665735697
1665735709,1665735697,1665735697
1665735710,0,1665735698
1665735710,0,1665735698
1665735711,0,1665735699
1665735711,0,1665735699
1665735712,0,1665735700
1665735712,0,1665735700
1665735713,1665735701,1665735701
1665735713,0,1665735701
1665735714,0,1665735702
1665735714,0,1665735702
1665735715,0,1665735703
1665735715,1665735703,1665735703
1665735716,0,1665735704
1665735716,0,1665735704
1665735717,1665735705,1665735705
1665735717,1665735705,1665735705
1665735718,1665735706,1665735706
1665735718,0,1665735706
1665735719,1665735707,1665735707
1665735719,0,1665735707
1665735720,0,1665735708
1665735720,1665735708,1665735708
1665735721,1665735709,1665735709
1665735721,0,1665735709
1665735722,1665735710,1665735710
1665735722,0,1665735710
1665735723,0,1665735711
1665735723,0,1665735711
1665735724,0,1665735712
1665735724,1665735712,1665735712
1665735725,0,1665735713
1665735725,1665735713,1665735713
1665735726,1665735714,1665735714
1665735726,0,1665735714
1665735727,0,1665735715
1665735727,1665735715,1665735715
1665735728,0,1665735716
1665735728,1665735716,1665735716
1665735729,0,1665735717
1665735729,1665735717,1665735717
1665735730,1665735718,1665735718
1665735730,1665735718,1665735718
